,smiles,paragraphText,namerxndef,yield,product,reactant,agent,solvent,product_name,reactant_name,agent_name,solvent_name
85,[O-][N+:1](=O)[c:2]1[cH:3][c:4]([c:5]([c:6]([c:7]1[Cl:8])[Br:9])[Cl:10])[F:11]>O.Cl.CCO.[Fe]>[NH2:1][c:2]1[cH:3][c:4]([c:5]([c:6]([c:7]1[Cl:8])[Br:9])[Cl:10])[F:11],"Concentrated hydrochloric acid (18 ml) was slowly added to a suspension of iron powder (135.4 g) in water (140 ml), with vigorous stirring at 50-60°C. After ethanol (350 ml) was mixed, 3-bromo-2,4-dichloro-5-fluoronitrobenzene (218.8 g) was added portionwise to the suspension at 52-76°C during an hour. After stirring for 75 minutes at the same temperature, the hot reaction mixture was filtered after adding benzene (500 ml) and the insoluble material was successively washed with hot ethanol (100 ml) and benzene (200 ml). The filtrate and washings were combined. The organic layers were washed with water saturated with sodium chloride, dried over anhydrous sodium sulfate and then concentrated. The resulting residue was recrystallized from ethanol-water to give the title compound (141.6 g) as light brown needles, mp 126-129.50C.",Bechamp reduction,[72.2112],['Nc1cc(F)c(Cl)c(Br)c1Cl'],['O=[N+]([O-])c1cc(F)c(Cl)c(Br)c1Cl'],['[Fe]'],"['CCO', 'Cl', 'O']","['3-Bromo-2,4-dichloro-5-fluoroaniline']","['3-bromo-2,4-dichloro-5-fluoronitrobenzene']",['iron powder'],"['ethanol', 'Concentrated hydrochloric acid', 'water']"
86,N[c:1]1[cH:2][c:3]([c:4]([c:5]([c:6]1[Cl:7])[Br:8])[Cl:9])[F:10].[N:11]#[C:12][Cu]>O=C(O[Na])O[Na].c1ccccc1.F[B-](F)(F)F.[O-]B([O-])[O-].O=NO[Na].N#C[K].O.[Na+].Cl>[N:11]#[C:12][c:1]1[cH:2][c:3]([c:4]([c:5]([c:6]1[Cl:7])[Br:8])[Cl:9])[F:10] |f:4.9|,"Sodium nitrite (56.6 g) in water (120 ml) was added to a suspension of 3-bromo-2,4-dichloro-5-fluoroaniline (141.6 g) in concentrated hydrochloric acid (900 ml) with vigorous stirring at -2-0°C for 40 minutes. After stirring for 30 minutes, the mixture was poured into ice water (700 ml) containing sodium tetrafluoroborate (180 g), stirred vigrously for 20 minutes and then allowed to stand for 15 minutes in an ice bath. The resulting precipitate was collected by filtration and washed with chilled water. The wet crude tetrafluoroborate thus obtained weighed 270.8 g. The borate was added portionwise during 45 minutes to a solution of cuprous cyanide (98 g), potassium cyanide (142.4 g) and sodium carbonate (29 g) in water (800 ml) with vigorous stirring at 9-10°C. After the mixture was stirred for 2 hours at room temperature, benzene (700 ml) and potassium cyanide (71 g) were added to the suspension and then the mixture was stirred for 30 minutes. The insoluble material was collected by filtration, and washed with benzene (300 ml x 2).
The filtrate and washings were combined and washed five times with water saturated with sodium chloride, dried over anhydrous sodium sulfate and then concentrated. The resulting residue was recrystallized from ethanol to give the title compound (75.5 g) as red brown prisms, mp 110.5-112.5°C.",Amino to cyano,[51.3384],['N#Cc1cc(F)c(Cl)c(Br)c1Cl'],"['N#C[Cu]', 'Nc1cc(F)c(Cl)c(Br)c1Cl']","['F[B-](F)(F)F.[Na+]', 'N#C[K]', 'N#C[K]', 'O=C(O[Na])O[Na]', 'O=NO[Na]', '[O-]B([O-])[O-]']","['Cl', 'O', 'O', 'O', 'c1ccccc1']","['3-Bromo-2,4-dichloro-5-fluorobenzonitrile']","['3-bromo-2,4-dichloro-5-fluoroaniline', 'cuprous cyanide']","['Sodium nitrite', 'sodium tetrafluoroborate', 'borate', 'potassium cyanide', 'sodium carbonate', 'potassium cyanide']","['water', 'concentrated hydrochloric acid', 'water', 'ice water', 'benzene']"
87,[N:1]#[C:2][c:3]1[cH:4][c:5]([c:6]([c:7]([c:8]1[Cl:9])[Br:10])[Cl:11])[F:12]>O.CS(C)(=O)=O.F[K]>[N:1]#[C:2][c:3]1[cH:4][c:5]([c:6]([c:7]([c:8]1[F:9])[Br:10])[F:11])[F:12],"3-Bromo-2,4-dichloro-fluorobenzonitrile (68,4 g) was added to a solution of potassium fluoride (123 g) in dimethyl sulfoxide (400 ml) with stirring at 133°C and then the mixture was stirred for 5 hours and 20 minutes at 130°C. After cooling, the reaction mixture was poured into ice water (1 liter) and extracted with benzene. The organic layer was washed with water saturated with sodium chloride, dried over anhydrous sodium sulfate and distilled to give the title compound (15.7 g) as colorless oil, bp 82.5°C/13 mmHg - 80.0°C/1 mmHg.",Chloro to fluoro,[26.1548],['N#Cc1cc(F)c(F)c(Br)c1F'],['N#Cc1cc(F)c(Cl)c(Br)c1Cl'],['F[K]'],"['CS(C)(=O)=O', 'O']","['3-Bromo-2,4,5-trifluorobenzonitrile']","['3-Bromo-2,4-dichloro-fluorobenzonitrile']",['potassium fluoride'],"['ice water', 'dimethyl sulfoxide']"
88,[CH3:1][CH2:2][O:3][C:4](=[O:5])[C:6](=[CH:7][NH:8][CH:9]1[CH2:10][CH2:11]1)[C:12](=[O:13])[c:14]1[cH:15][c:16]([c:17]([c:18]([c:19]1F)[Br:20])[F:21])[F:22]>O.CN(C)C=O.F[Na]>[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][n:8]([c:19]2[c:18]([c:17]([c:16]([cH:15][c:14]2[c:12]1=[O:13])[F:22])[F:21])[Br:20])[CH:9]1[CH2:10][CH2:11]1,"Sodium fluoride (0.23 g) was added to a solution of ethyl 2-(3-bromo-2,4,5-trifluorobenzoyl)-3-cyclopropylaminoacrylate (1.35 g) in anhydrous dimethylformamide (5 ml). The mixture was stirred for 97-108°C for 7.5 hours, and then poured into ice water (50 ml) and the resulting precipitate was collected by filtration, washed with water and recrystallized from dichloromethane-n-hexane to give the title compound (1.05 g), mp 163.5--168°C as colorless prisms. 4.39 (2H, q, J=7.2 Hz, CH2CH3), 8.26 (1H, dd, J=9.7, 8.4 Hz, 5-H), 8.68 (1H, s, 2-H).",Fluoro N-arylation,[81.9767],['CCOC(=O)c1cn(C2CC2)c2c(Br)c(F)c(F)cc2c1=O'],['CCOC(=O)C(=CNC1CC1)C(=O)c1cc(F)c(F)c(Br)c1F'],['F[Na]'],"['CN(C)C=O', 'O']","['Ethyl 8-bromo-1-cyclopropyl-6,7-difluoro-1,4-dihydro-4-oxo-3-quinolinecarboxylate']","['ethyl 2-(3-bromo-2,4,5-trifluorobenzoyl)-3-cyclopropylaminoacrylate']",['Sodium fluoride'],"['ice water', 'dimethylformamide']"
89,CCO[CH:1]=[C:2]([C:3]#[N:4])[C:5](=[O:6])[O:7][CH2:8][CH3:9].[NH2:10][NH:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1>O.CCO>[CH3:9][CH2:8][O:7][C:5](=[O:6])[c:2]1[cH:1][n:10][n:11]([c:3]1[NH2:4])-[c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,"A solution of 31.9 g of phenylhydrazine and 50.0 g of ethyl (ethoxymethylene)cyanoacetate (both reactants were obtained from Aldrich Chemical Company, Milwaukee, Wisconsin) dissolved in 500 ml of ethanol was refluxed for 6 hours. The mixture was allowed to stand for approximately 48 hours and was refluxed for an additional 8 hours. The reaction mixture was poured into ice water and the precipitated solid was collected by filtration. The solid was recrystallized from ethanol to afford 38.0 of 5-amino-1-phenyl-1 H-pyrazole-4-carboxylic acid, ethyl ester. Yield 44%. mp = 101°-103°C.",Pyrazolamine synthesis,[44.0],['CCOC(=O)c1cnn(-c2ccccc2)c1N'],"['CCOC=C(C#N)C(=O)OCC', 'NNc1ccccc1']",['O'],['CCO'],"['5-amino-1-phenyl-1 H-pyrazole-4-carboxylic acid, ethyl ester']","['phenylhydrazine', 'ethyl (ethoxymethylene)cyanoacetate']",['ice water'],['ethanol']
90,[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][n:8][n:9]([c:10]1N)-[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1.[Br:17]Br>CC(C)CCON=O.ClC(Cl)Cl>[CH3:1][CH2:2][O:3][C:4](=[O:5])[c:6]1[cH:7][n:8][n:9]([c:10]1[Br:17])-[c:11]1[cH:12][cH:13][cH:14][cH:15][cH:16]1,"To a solution of 20.0 g of 5-amino-1-phenyl-1 H-pyrazole-4-carboxylic acid, ethyl ester and 10 ml of bromine in 200 ml of chloroform was added 15.8 g of isoamyl nitrite dropwise. The reaction mixture was allowed to stir at room temperature for about 24 hours and the volatiles were removed under reduced pressure. The residue was recrystallized from ethanol/water to provide 10.0 g of 5-bromo-1-phenyl-1 H-pyrazole-4-carboxylic acid, ethyl ester. Yield 38%. mp = 86°-89°C.",Amino to bromo,[38.0],['CCOC(=O)c1cnn(-c2ccccc2)c1Br'],"['BrBr', 'CCOC(=O)c1cnn(-c2ccccc2)c1N']",['CC(C)CCON=O'],['ClC(Cl)Cl'],"['5-bromo-1-phenyl-1 H-pyrazole-4-carboxylic acid, ethyl ester']","['5-amino-1-phenyl-1 H-pyrazole-4-carboxylic acid, ethyl ester', 'bromine']",['isoamyl nitrite'],['chloroform']
91,"[NH2:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[Cl:8].O=[N:9]O[Na]>O.O.Cl.CO.CC(=O)O[Na].O=c1cccco1.C1COCCN1>[Cl-].[N:9]#[N+:1][c:2]1[cH:3][cH:4][c:5]([cH:6][cH:7]1)[Cl:8] |f:2.4,9.10|","A 250 ml, three necked, round bottomed flask was equipped with addition funnel, paddle stirrer and thermometer. The flask was charged with 50 ml methanol, sodium acetate (16.0 g, 0.198 mole), and the above pyrone of formula III (8.0 g, 0.043 mole). p-Chlorobenzenediazonium chloride was prepared on the side by the dropwise addition of sodium nitrite (3.3 g, 0.047 mole) in 10 ml water to a cooled (5°) slurry containing p-chloroaniline (5.6 g, 0.043 mole) in aqueous hydrochloric acid (16.5 ml 12N HCI [0.198 mole] plus 10 ml water). The diazonium chloride solution was added dropwise to the solution containing the pyrone. This addition was carried out during 10 min with no noticeable exotherm. After complete addition, the resulting orange slurry was stirred for 40 min at room temperature. Suction filtration gave an orange filter cake which was washed repeatedly with water, then sucked dry during 2 hr. The filter cake thus obtained was placed back into the three necked flask used above. Methanol (200 ml) was added to give a slurry. Morpholine (10.0 g, 0.115 mole) was added in one portion. A mildly exothermic reaction occurred, and a dark, homogeneous solution was obtained. After stirring 10 min the solution was poured into 300 ml water. This was extracted with methylene chloride (3 KS 100 ml). The combined organic extracts were extracted repeatedly with dilute aqueous sodium hydroxide (pH 8). The combined aqueous basic layers were acidified with 6N hydrochloric acid. With cooling and scratching, a solid crystallised from solution. Suction filtration gave the product as a light brown powder (8.2 g, 60% yield based on the pyrone.",Amino to diazonio,[60.0],['N#[N+]c1ccc(Cl)cc1.[Cl-]'],"['Nc1ccc(Cl)cc1', 'O=NO[Na]']","['C1COCCN1', 'CC(=O)O[Na]', 'Cl.O', 'O=c1cccco1', 'O=c1cccco1']","['CO', 'CO', 'O', 'O']",['p-Chlorobenzenediazonium chloride'],"['sodium nitrite', 'p-chloroaniline']","['sodium acetate', 'pyrone', 'aqueous hydrochloric acid', 'pyrone', 'Morpholine']","['water', 'water', 'Methanol', 'methanol']"
92,[N:1]#[C:2][CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1.Cl[c:10]1[n:11][c:12]([cH:13][s:14]1)-[c:15]1[cH:16][cH:17][n:18][cH:19][cH:20]1>Cc1ccccc1.N[Na]>[N:1]#[C:2][CH:3]([c:4]1[cH:5][cH:6][cH:7][cH:8][cH:9]1)[c:10]1[n:11][c:12]([cH:13][s:14]1)-[c:15]1[cH:16][cH:17][n:18][cH:19][cH:20]1,"To a solution of 2-chloro-4-(4-pyridyl)thiazole (1.00 g, 0.005 mol) and benzylcyanide (1.18 g, 0.010 mol) in dry toluene (10 mL) at 5°C was added sodamide (400 mg, 0.010 mol) and the mixture heated to 100°C for 20 minutes. After cooling, the mixture was quenched with water, the layers separated, and the aqueous phase washed with methylene chloride (2 x 50 mL). The combined extracts were dried over sodium sulfate, concentrated, and chromatographed through silica gel (3:1 ethyl acetate/methylene chloride as eluant). After decolorizing with charcoal, recrystallization from hexane/ethyl acetate afforded 2-phenyl-2-[4-(4-pyridyl)-2-thiazolyl]acetonitrile (115 mg, 8%). mp. 110°-111°C. Repetition of steps A to C, but replacing a-bromo-4-acetylpyridine hydrobromide in Step A by the appropriately substituted pyridine derivative would yield the corresponding acetonitrile compound, which could be converted to the compound of the invention by appropriate modification.",Cyanoalkane arylation,[8.0],['N#CC(c1ccccc1)c1nc(-c2ccncc2)cs1'],"['Clc1nc(-c2ccncc2)cs1', 'N#CCc1ccccc1']",['N[Na]'],['Cc1ccccc1'],['2-phenyl-2-[4-(4-pyridyl)-2-thiazolyl]acetonitrile'],"['2-chloro-4-(4-pyridyl)thiazole', 'benzylcyanide']",['sodamide'],['toluene']
93,[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[O:9][c:10]1[cH:11][cH:12][cH:13][c:14]([cH:15]1)[CH:16]=[O:17]>O.O[Na].O([Ag])[Ag]>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([cH:7][cH:8]1)[O:9][c:10]1[cH:11][cH:12][cH:13][c:14]([cH:15]1)[C:16](=[O:17])O,"To a suspension of 10.6 g of silver oxide in 75 ml of water were added 7 g of sodium hydroxide. Ten grams of 3-(4-methoxyphenoxy)benzaldehyde were added in dropwise fashion and the reaction mixture was heated to 60-70°C. for one hour. The mixture was filtered, the filtrate was acidified to pH 2 with hydrochloric acid, and the resulting precipitate was recovered by filtration. Crystallization from ethanol/water afforded 6.6 g of the desired subtitle intermediate, m.p. 141-143°C.",Delepine aldehyde oxidation,[61.6754],['COc1ccc(Oc2cccc(C(=O)O)c2)cc1'],['COc1ccc(Oc2cccc(C=O)c2)cc1'],"['O[Na]', '[Ag]O[Ag]']",['O'],['3-(4-methoxyphenoxy)benzoic acid'],['3-(4-methoxyphenoxy)benzaldehyde'],"['sodium hydroxide', 'silver oxide']",['water']
94,[CH3:1][CH2:2][C:3](=[O:4])Cl.[OH:5][N:6]=[C:7]([Br:8])[Br:9]>ClCCl.c1ccncc1>[CH3:1][CH2:2][C:3](=[O:4])[O:5][N:6]=[C:7]([Br:8])[Br:9],"To the mixture of dibromoformaldoxime (5g, 24.63 mole) and propionyl chloride (2.31g, 25 mole) in dry methylene chloride (30 ml) is slowly added dry pyridine (2g, 25.5 mole) over 10 min at 0° to 5°C with stirring. After addition the reaction mixture is stirred at 5°C for 30 min and at 25°C for another 30 min. The resultant suspension is diluted with methylene chloride and washed with water and brine. The organic layer is dried over MgS04. Evaporation of solvent affords 5.44 g (85% of theory) of O-propionyldibromo- formaldoxime as a light yellow liquid. NMR spectrum shows this to be the desired compound.",Oxime acylation,[85.0],['CCC(=O)ON=C(Br)Br'],"['CCC(=O)Cl', 'ON=C(Br)Br']","['ClCCl', 'c1ccncc1']",['ClCCl'],['O-propionyldibromo- formaldoxime'],"['dibromoformaldoxime', 'propionyl chloride']","['pyridine', 'methylene chloride']",['methylene chloride']
95,[CH3:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([c:7]([cH:8][c:9]1[OH:10])[O:11][CH2:12][CH2:13][CH2:14][CH2:15][C:16]#[N:17])[CH2:18][CH3:19]>CC(=O)O.[Pd]>[CH3:19][CH2:18][c:6]1[cH:5][c:4]([c:9]([cH:8][c:7]1[O:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][NH2:17])[OH:10])[C:2]([CH3:1])=[O:3],"A mixture of 2.0 g of 5-(4-acetyl-2-ethyl-5-hydroxyphenoxy)pentanenitrile, 50 ml of acetic acid, and 2.0 g of 10% palladium on carbon were subjected to hydrogenation for approximately 2 hours. The mixture was then filtered and concentrated in vacuo. The residue was triturated with diethyl ether to provide 2 g of the desired title product, m.p. = 75-76°C. NMR.",Nitrile reduction,[98.5621],['CCc1cc(C(C)=O)c(O)cc1OCCCCCN'],['CCc1cc(C(C)=O)c(O)cc1OCCCCC#N'],['[Pd]'],['CC(=O)O'],['1-{4-[(5-Aminopentyl)oxy]-5-ethyl-2-hydroxyphenyl}ethanone'],['5-(4-acetyl-2-ethyl-5-hydroxyphenoxy)pentanenitrile'],['palladium on carbon'],['acetic acid']
96,[CH3:1][c:2]1[o:3][c:4]([n:5][c:6]1[CH2:7][O:8][c:9]1[cH:10][cH:11][c:12]([cH:13][cH:14]1)[CH2:15][CH:16]1[S:17][C:18]([NH:19][C:20]1=[O:21])=N)-[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1.[OH2:28]>C1COCCO1.O=S(=O)(O)O>[CH3:1][c:2]1[o:3][c:4]([n:5][c:6]1[CH2:7][O:8][c:9]1[cH:10][cH:11][c:12]([cH:13][cH:14]1)[CH2:15][CH:16]1[S:17][C:18]([NH:19][C:20]1=[O:21])=[O:28])-[c:22]1[cH:23][cH:24][cH:25][cH:26][cH:27]1,"A mixture of 2-imino-5-[4-(5-methyl-2-phenyl-4-oxazolylmethoxy)benzyl]-4-thiazolidinone (11.4 g), 1N · H2SO4 (100 ml) and dioxane (100 ml) was stirred at 80°C for 5 hours, and poured in water. The aqueous mixture was extracted with chloroform. The chloroform layer was washed with water, dried (MgS04) and concentrated. The oily residue was chromatographed on a column of silica gel (200 g), and from the fractions eluted with chloroform-methanol (100:1, VN), there was obtained 5-[4-(5-methyl-2-phenyl-4-oxazolylmethoxy)benzyl]-2,4-thiazolidinedione (6.7 g, 58.8%). Recrystallization from ethyl acetate-hexane afforded colorless plates. m.p. 162-163°C. Elemental analysis for C21H18N2O4S, Calcd.: C, 63.95; H, 4.60; N, 7.10. Found: C, 63.84; H, 4.63; N, 6.90.",Imine hydrolysis,[58.8],['Cc1oc(-c2ccccc2)nc1COc1ccc(CC2SC(=O)NC2=O)cc1'],['Cc1oc(-c2ccccc2)nc1COc1ccc(CC2SC(=N)NC2=O)cc1'],['O=S(=O)(O)O'],"['C1COCCO1', 'O']","['5-[4-(5-methyl-2-phenyl-4-oxazolylmethoxy)benzyl]-2,4-thiazolidinedione']",['2-imino-5-[4-(5-methyl-2-phenyl-4-oxazolylmethoxy)benzyl]-4-thiazolidinone'],['H2SO4'],"['dioxane', 'water']"
97,[CH3:1][c:2]1[o:3][c:4]([n:5][c:6]1[CH2:7][CH2:8][OH:9])[CH3:10].[O-:11][N+:12](=[O:13])[c:14]1[cH:15][cH:16][c:17]([cH:18][cH:19]1)F>O.CN(C)C=O.[NaH]>[CH3:10][c:4]1[n:5][c:6]([c:2]([o:3]1)[CH3:1])[CH2:7][CH2:8][O:9][c:17]1[cH:16][cH:15][c:14]([cH:19][cH:18]1)[N+:12]([O-:11])=[O:13],"2-(2,5-Dimethyl-4-oxazolyl)ethanol (17.0 g) and 4-fluoronitrobenzene (17.0 g) were dissolved in N,N-dimethylformamide (150 ml), and 60% sodium hydride in oil (6.0 g) was added dropwise to the solution under vigorous stirring. After stirring at room temperature for 1 hour, the reaction mixture was poured into water (1 I) and the crystals which separated out were collected by filtration and recrystallized from ethyl acetate-hexane to give 4-[2-(2,5-dimethyl-4-oxazolyl)ethoxy]nitrobenzene (27.5 g, 87.0%). Colorless columns, m.p. 97-98°C. Elemental analysis for C13H14N2O4, Calcd.: C, 59.94; H, 5.38; N, 10.68. Found: C, 59.72; H, 5.44; N, 10.63.",SNAr ether synthesis,[87.0],['Cc1nc(CCOc2ccc([N+](=O)[O-])cc2)c(C)o1'],"['Cc1nc(CCO)c(C)o1', 'O=[N+]([O-])c1ccc(F)cc1']","['O', '[NaH]']",['CN(C)C=O'],"['4-[2-(2,5-dimethyl-4-oxazolyl)ethoxy]nitrobenzene']","['2-(2,5-Dimethyl-4-oxazolyl)ethanol', '4-fluoronitrobenzene']","['sodium hydride', 'water']","['N,N-dimethylformamide']"
98,[CH3:1][c:2]1[o:3][c:4]([n:5][c:6]1[CH2:7][CH2:8][O:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)/[CH:16]=[C:17]1\[S:18][C:19]([NH:20][C:21]1=[O:22])=[O:23])-[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1>CC#N.N#N>[CH3:1][c:2]1[o:3][c:4]([n:5][c:6]1[CH2:7][CH2:8][O:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)/[CH:16]=[C:17]1/[S:18][C:19]([NH:20][C:21]1=[O:22])=[O:23])-[c:24]1[cH:25][cH:26][cH:27][cH:28][cH:29]1,"A solution of (Z)-5-{4-[2-(5-methyl-2-phenyl-4-oxazolyl)ethoxy]benzylidene}-2,4-thiazolidinedione (200 mg) in acetonitrile (750 ml), in a quartz tube under a stream of nitrogen, was irradiated by a 300 W highpressure mercury lamp for 3 hours. The solvent was distilled off, and the resulting crystals were chromatographed on a column of silica gel (200 g). Elution with hexane-ethyl acetate (1:1, V/V) gave (E)-5- {4-[2-(5-methyl-2-phenyl-4-oxazolyl)ethoxy]benzylidene}-2,4-thiazolidinedione (40 mg, 20.0%). Recrystallization from dichloromethane-ethanol yielded colorless needles, m.p. 216―217°C. Elemental analysis for C22H18N2O4S; Calcd.: C, 65.01; H, 4.46; N, 6.89. Found: C, 64.69; H, 4.26; N, 7.11. The subsequent elution with hexane-ethyl acetate (1:1, V/v) allowed the recovery of (Z)-5-{4-[2-(5-methyl-2-phenyl-4-oxazolyl)ethoxy]benzylidene)-2,4-thiazolidinedione (138 mg, 69.0%).",Isomerization,[20.0],['Cc1oc(-c2ccccc2)nc1CCOc1ccc(/C=C2/SC(=O)NC2=O)cc1'],['Cc1oc(-c2ccccc2)nc1CCOc1ccc(/C=C2\\SC(=O)NC2=O)cc1'],['N#N'],['CC#N'],"['(E)-5- {4-[2-(5-methyl-2-phenyl-4-oxazolyl)ethoxy]benzylidene}-2,4-thiazolidinedione']","['(Z)-5-{4-[2-(5-methyl-2-phenyl-4-oxazolyl)ethoxy]benzylidene}-2,4-thiazolidinedione']",['nitrogen'],['acetonitrile']
99,[CH3:1][c:2]1[o:3][c:4]([n:5][c:6]1[CH2:7][CH2:8][O:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[C:16]#N)-[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1>O=CO.[Al].[Ni]>[CH3:1][c:2]1[o:3][c:4]([n:5][c:6]1[CH2:7][CH2:8][O:9][c:10]1[cH:11][cH:12][c:13]([cH:14][cH:15]1)[CH:16]=O)-[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1 |f:2.3|,"A mixture of 4-[2-(5-methyl-2-phenyl-4-oxazolyl)-ethoxy]benzonitrile (6.5 g), Raney nickel alloy (6.5 g) and 70% formic acid (100 ml) was heated under reflux for 2 hours. The insoluble matter was filtered off, and the filtrate was concentrated under reduced pressure. Water was added to the residue, and the mixture was extracted with ethyl acetate. The ethyl acetate layer was washed with water, dried (MgS04) and concentrated. The remaining oily material was chromatographed on a coloumn of silica gel, and from the fractions eluted with chloroform-hexane (1:1, V/V), there were obtained crystals (5.2 g, 78.5%) of 4-[2-(5-methyl-2-phenyl-4-oxazolyl)ethoxy]benzaldehyde. Recrystallization from ether-hexane yielded colorless needles, m.p. 82-84°C. Elemental analysis for C19H17NO3; Calcd.: C, 74.25; H, 5.57; N, 4.56. Found: C, 74.47; H, 5.53; N, 4.34.",Cyano to formyl,[78.5],['Cc1oc(-c2ccccc2)nc1CCOc1ccc(C=O)cc1'],['Cc1oc(-c2ccccc2)nc1CCOc1ccc(C#N)cc1'],['[Al].[Ni]'],['O=CO'],['4-[2-(5-methyl-2-phenyl-4-oxazolyl)ethoxy]benzaldehyde'],['4-[2-(5-methyl-2-phenyl-4-oxazolyl)-ethoxy]benzonitrile'],['Raney nickel'],['formic acid']
